employee_id,fullname,name_department,name_position,final_match_rate,match_category
EMP101679,Dinda Rohman,Marketing,Finance Officer,1.5,Low Fit
EMP100420,Vania Hartanto,HR,Data Analyst,30.0,Low Fit
EMP100870,Dwi Halim Subekti,HR,HRBP,31.0,Low Fit
EMP101506,Putri Dharma Rahmawati,Finance,Finance Officer,34.75,Low Fit
EMP100861,Yoga Putra,R&D,Finance Officer,30.75,Low Fit
EMP101639,Rani Dharma Sinaga,Operations,HRBP,36.0,Low Fit
EMP101103,Wulan Lestari Saputra,Finance,Sales Supervisor,29.0,Low Fit
EMP100749,Ayunda Indrawan,HR,Brand Executive,34.75,Low Fit
EMP100065,Rani Saputra,Finance,Brand Executive,33.75,Low Fit
EMP101567,Putri Santoso,R&D,Brand Executive,41.25,Low Fit
EMP101032,Zaki Utama Pratomo,HR,Data Analyst,32.25,Low Fit
EMP100405,Teguh Erlangga Setiawan,IT,Brand Executive,41.25,Low Fit
EMP100684,Dian Rahmawati,Marketing,Supply Planner,0.75,Low Fit
EMP101271,Nabila Adi Ananda,R&D,Sales Supervisor,43.5,Low Fit
EMP101901,Julia Putra,Operations,Finance Officer,32.0,Low Fit
EMP101023,Yuni Ginting,Finance,Finance Officer,41.75,Low Fit
EMP100414,Citra Hasibuan,R&D,HRBP,34.75,Low Fit
EMP100629,Mahendra Subekti,R&D,Brand Executive,41.75,Low Fit
EMP100185,Yuni Anugrah Subekti,HR,Supply Planner,8.5,Low Fit
EMP100566,Rendra Setiawan,Marketing,Supply Planner,2.75,Low Fit
EMP100762,Valdo Kusuma Tamba,Finance,Supply Planner,31.5,Low Fit
EMP101054,Yuni Erlangga Subekti,IT,Sales Supervisor,37.25,Low Fit
EMP100779,Ari Dharma Utami,IT,Data Analyst,33.25,Low Fit
EMP100649,Wahyu Dharma Handayani,Finance,Brand Executive,32.25,Low Fit
EMP101051,Bella Permadi,IT,Supply Planner,34.75,Low Fit
EMP100288,Budi Rachman Ramadhan,IT,Sales Supervisor,27.25,Low Fit
EMP100601,Nurlita Subekti,HR,Finance Officer,39.5,Low Fit
EMP101945,Mahendra Wibowo,HR,Supply Planner,42.0,Low Fit
EMP100853,Umar Zulfikar,IT,Data Analyst,31.25,Low Fit
EMP101753,Adi Tamba,Marketing,Brand Executive,2.25,Low Fit
EMP101534,Nadia Kusuma Zulfikar,HR,Sales Supervisor,37.0,Low Fit
EMP101420,Cahyo Rachman Indrawan,HR,Finance Officer,33.5,Low Fit
EMP101352,Dian Sinaga,R&D,HRBP,38.0,Low Fit
EMP100123,Kurnia Jatmiko Permadi,HR,Sales Supervisor,35.0,Low Fit
EMP100066,Tania Lestari Setiawan,Finance,Finance Officer,30.5,Low Fit
EMP101477,Putri Indrawan,IT,Brand Executive,28.5,Low Fit
EMP101779,Rifqi Kusuma Kusuma,R&D,HRBP,39.0,Low Fit
EMP100936,Sari Wijaya,Marketing,Supply Planner,2.75,Low Fit
EMP100514,Fitri Saputra Yulianto,Operations,HRBP,32.0,Low Fit
EMP101063,Rendra Kusuma Siregar,HR,Data Analyst,31.25,Low Fit
EMP100641,Julia Simanjuntak,Marketing,HRBP,2.0,Low Fit
EMP100116,Bayu Ridwan,Marketing,Supply Planner,3.0,Low Fit
EMP100870,Dwi Halim Subekti,HR,HRBP,31.0,Low Fit
EMP101041,Hana Dharma Hidayat,HR,Brand Executive,10.25,Low Fit
EMP101996,Adit Maulana,Operations,Data Analyst,7.75,Low Fit
EMP100358,Rizki Handayani,Operations,Finance Officer,41.0,Low Fit
EMP101479,Oka Wibowo,Operations,Finance Officer,30.5,Low Fit
EMP101320,Fajar Tamba,Operations,Sales Supervisor,29.5,Low Fit
EMP101248,Cahyo Lestari,IT,Finance Officer,37.5,Low Fit
EMP100526,Kartika Maulana,IT,Sales Supervisor,33.75,Low Fit
EMP100344,Iman Wijaya Ginting,Marketing,Brand Executive,1.25,Low Fit
EMP101057,Dinda Anggara,R&D,HRBP,38.5,Low Fit
EMP100604,Yoga Lukman,Marketing,HRBP,2.25,Low Fit
EMP100302,Rizky Ginting,IT,Supply Planner,40.0,Low Fit
EMP101685,Zahra Saputra,Marketing,Finance Officer,2.75,Low Fit
EMP100896,Rizka Setiawan,Operations,Data Analyst,29.0,Low Fit
EMP100830,Hana Herlambang,Operations,Brand Executive,40.0,Low Fit
EMP100134,Rifqi Wijaya,IT,Sales Supervisor,35.5,Low Fit
EMP100900,Prasetyo Hartanto,Operations,Sales Supervisor,32.5,Low Fit
EMP100880,Zahra Siregar,R&D,Data Analyst,34.5,Low Fit
EMP101264,Luthfi Pramudita Simanjuntak,R&D,Data Analyst,31.0,Low Fit
EMP101095,Nadia Simanjuntak,Operations,Sales Supervisor,35.25,Low Fit
EMP101556,Satya Pramudita Rahmawati,Finance,Supply Planner,36.25,Low Fit
EMP100591,Kurnia Ginting,IT,Sales Supervisor,30.5,Low Fit
EMP100735,Oka Suharto,HR,Sales Supervisor,40.5,Low Fit
EMP100997,Dwi Setiawan,R&D,Supply Planner,34.5,Low Fit
EMP100818,Fajar Qolbi Rahmawati,R&D,Sales Supervisor,40.5,Low Fit
EMP100794,Wulan Kusuma Mahendra,HR,Brand Executive,7.0,Low Fit
EMP100063,Ayu Lestari Pradana,Marketing,Brand Executive,1.75,Low Fit
EMP101573,Citra Aji Sinaga,IT,Data Analyst,40.25,Low Fit
EMP100984,Wulan Zulfikar Lestari,HR,Data Analyst,37.0,Low Fit
EMP100581,Wahyu Dharma Santoso,IT,Sales Supervisor,32.0,Low Fit
EMP101829,Umar Ganesha Maulida,IT,Brand Executive,30.25,Low Fit
EMP101004,Kurnia Ananda,Operations,HRBP,30.25,Low Fit
EMP101479,Oka Wibowo,Operations,Finance Officer,31.25,Low Fit
EMP100503,Prasetyo Ganesha Ramadhan,HR,HRBP,32.25,Low Fit
EMP101595,Yoga Erlangga Pratomo,Finance,HRBP,32.25,Low Fit
EMP100868,Ayunda Iqbal Situmorang,IT,Data Analyst,35.5,Low Fit
EMP101415,Hadi Adi Anggara,IT,Supply Planner,30.75,Low Fit
EMP101820,Dinda Zulfikar Rahmawati,HR,Sales Supervisor,38.0,Low Fit
EMP100934,Rifqi Salsabila,Marketing,HRBP,1.5,Low Fit
EMP101816,Rani Anugrah Zulfikar,Operations,Brand Executive,30.5,Low Fit
EMP100733,Utami Purnama,IT,Supply Planner,38.0,Low Fit
EMP101581,Fitri Handayani,Operations,Brand Executive,29.5,Low Fit
EMP100082,Budi Dharma Lukman,IT,Brand Executive,43.0,Low Fit
EMP100576,Andi Wijaya Kusuma,Finance,HRBP,35.75,Low Fit
EMP100635,Umar Dharma Fauziah,Operations,HRBP,40.25,Low Fit
EMP100311,Maya Pramudita Zulfikar,IT,Supply Planner,32.0,Low Fit
EMP101511,Indra Rachman Siregar,Marketing,Supply Planner,2.25,Low Fit
EMP101766,Kartika Aji Pradana,IT,Sales Supervisor,27.25,Low Fit
EMP100591,Kurnia Ginting,IT,Sales Supervisor,30.0,Low Fit
EMP101716,Kartika Handayani,Operations,Brand Executive,41.25,Low Fit
EMP100122,Rizki Simanjuntak,Marketing,Supply Planner,2.25,Low Fit
EMP100365,Maya Syahputra,IT,Supply Planner,36.5,Low Fit
EMP101915,Dewi Candra Lukman,Finance,Data Analyst,35.0,Low Fit
EMP100377,Mahendra Pramudita Sinaga,Finance,Data Analyst,33.75,Low Fit
EMP100347,Rizky Nabila Fauziah,Marketing,Data Analyst,1.25,Low Fit
EMP100536,Eko Gunawan,Operations,Sales Supervisor,37.25,Low Fit
EMP100547,Nabila Anggara,IT,Finance Officer,42.25,Low Fit
EMP100716,Rizka Iqbal Firmansyah,Marketing,Data Analyst,2.5,Low Fit
EMP100007,Rani Mahendra,IT,HRBP,30.25,Low Fit
EMP100612,Adit Utami,Finance,Sales Supervisor,34.5,Low Fit
EMP101942,Evi Rachman Pamungkas,IT,Supply Planner,41.0,Low Fit
EMP100089,Umar Simanjuntak,Marketing,Sales Supervisor,2.75,Low Fit
EMP101166,Utami Qolbi Halim,Finance,Finance Officer,36.0,Low Fit
EMP100873,Teguh Wijaya,Marketing,Supply Planner,1.75,Low Fit
EMP101129,Rendra Purnama,IT,HRBP,33.75,Low Fit
EMP100912,Mahendra Tamba,Operations,Data Analyst,31.5,Low Fit
EMP100683,Rani Qolbi Nugroho,R&D,Data Analyst,40.25,Low Fit
EMP101038,Ayunda Lestari Sinaga,R&D,Sales Supervisor,40.5,Low Fit
EMP100502,Wahyu Hasibuan,Operations,Supply Planner,26.75,Low Fit
EMP101706,Lestari Utama Santoso,Marketing,Sales Supervisor,2.0,Low Fit
EMP100490,Cahyo Suharto,Operations,Sales Supervisor,30.75,Low Fit
EMP100302,Rizky Ginting,IT,Supply Planner,40.25,Low Fit
EMP100584,Satya Ananda,IT,Finance Officer,40.75,Low Fit
EMP101545,Fajar Santoso,Operations,Data Analyst,39.5,Low Fit
EMP101805,Evi Putra,R&D,Data Analyst,36.25,Low Fit
EMP101199,Umar Rachman Hidayat,R&D,Brand Executive,36.75,Low Fit
EMP101462,Dwi Pratomo,Finance,Finance Officer,44.75,Low Fit
EMP101969,Budi Aji Simanjuntak,Marketing,Sales Supervisor,0.75,Low Fit
EMP101385,Dian Yudhistira Lestari,Marketing,HRBP,3.0,Low Fit
EMP101580,Wulan Iqbal Firmansyah,Marketing,Finance Officer,2.25,Low Fit
EMP101418,Kartika Kurniawan,Finance,Supply Planner,36.75,Low Fit
EMP101731,Fajar Rohman,HR,Finance Officer,37.0,Low Fit
EMP100779,Ari Dharma Utami,IT,Data Analyst,31.5,Low Fit
EMP100563,Dinda Maulida,IT,Data Analyst,37.75,Low Fit
EMP100910,Hadi Iqbal Pratama,Finance,HRBP,40.0,Low Fit
EMP100087,Rizka Ananda,R&D,Brand Executive,35.5,Low Fit
EMP100161,Wulan Saputra Pratama,IT,Supply Planner,35.5,Low Fit
EMP101345,Nadia Pramudita Gunawan,HR,Sales Supervisor,39.5,Low Fit
EMP100955,Evi Lestari Wibowo,HR,HRBP,39.75,Low Fit
EMP101217,Luthfi Lestari Kusuma,R&D,HRBP,35.75,Low Fit
EMP100099,Tania Suharto,Marketing,HRBP,3.0,Low Fit
EMP101224,Rizka Indrawan,HR,Sales Supervisor,33.75,Low Fit
EMP101046,Rama Wibowo,IT,Supply Planner,40.75,Low Fit
EMP101792,Nadia Kusuma,IT,Finance Officer,44.5,Low Fit
EMP100696,Adi Halim Ananda,Marketing,Brand Executive,0.5,Low Fit
EMP101704,Novi Ramadhan,IT,HRBP,33.5,Low Fit
EMP101138,Rizka Kusuma,IT,Supply Planner,43.75,Low Fit
EMP101143,Ayunda Purnama,Finance,Sales Supervisor,42.25,Low Fit
EMP101696,Budi Lestari,IT,Finance Officer,35.0,Low Fit
EMP101910,Fitri Saputra Firmansyah,Marketing,Supply Planner,2.75,Low Fit
EMP101313,Indra Mahardika Putra,Marketing,Finance Officer,2.5,Low Fit
EMP100061,Oktavia Anugrah Setiawan,Marketing,Supply Planner,2.5,Low Fit
EMP101801,Cahyo Wibowo,Marketing,Data Analyst,3.0,Low Fit
EMP101090,Bella Fauziah,IT,Data Analyst,43.0,Low Fit
EMP101107,Mahendra Fadillah Pradana,R&D,HRBP,31.0,Low Fit
EMP100832,Eko Suharto,Marketing,Finance Officer,0.5,Low Fit
EMP100293,Sari Fadillah Mahendra,R&D,Sales Supervisor,28.5,Low Fit
EMP101098,Utami Firmansyah,IT,Finance Officer,32.25,Low Fit
EMP100581,Wahyu Dharma Santoso,IT,Sales Supervisor,33.0,Low Fit
EMP101460,Zahra Fadillah Saputra,R&D,HRBP,30.75,Low Fit
EMP100275,Evi Maulana,IT,Sales Supervisor,40.0,Low Fit
EMP101104,Oktavia Lestari,HR,Finance Officer,39.5,Low Fit
EMP100307,Sari Indrawan,Marketing,HRBP,0.25,Low Fit
EMP101299,Vania Candra Nugroho,IT,Brand Executive,36.25,Low Fit
EMP100653,Intan Pratama,R&D,HRBP,36.25,Low Fit
EMP101806,Indra Iqbal Lukman,HR,HRBP,41.5,Low Fit
EMP101454,Utami Adi Siregar,Finance,Sales Supervisor,11.5,Low Fit
EMP100325,Wahyu Kusuma Hartanto,Operations,Data Analyst,11.5,Low Fit
EMP100064,Kurnia Purnama,Operations,Supply Planner,31.25,Low Fit
EMP100579,Yoga Sinaga,IT,Supply Planner,41.25,Low Fit
EMP101220,Hadi Pramudita Saputra,HR,Data Analyst,6.75,Low Fit
EMP100160,Nugroho Rachman Salsabila,R&D,Brand Executive,41.0,Low Fit
EMP101952,Bayu Setiawan,IT,Data Analyst,34.25,Low Fit
EMP100024,Rendra Candra Maulida,IT,Sales Supervisor,41.75,Low Fit
EMP100968,Vania Yudhistira Wibowo,IT,Brand Executive,41.75,Low Fit
EMP100484,Citra Nabila Handayani,Marketing,HRBP,1.5,Low Fit
EMP100707,Adit Fauziah,R&D,Supply Planner,35.0,Low Fit
EMP100629,Mahendra Subekti,R&D,Brand Executive,39.75,Low Fit
EMP101771,Zahra Dharma Firmansyah,Finance,HRBP,36.0,Low Fit
EMP101170,Dewi Jatmiko Indrawan,HR,Data Analyst,41.75,Low Fit
EMP101780,Vania Utama Zulfikar,Finance,Finance Officer,33.0,Low Fit
EMP100433,Dian Ridwan,Operations,Finance Officer,31.5,Low Fit
EMP100060,Wulan Maulida,Marketing,Finance Officer,3.25,Low Fit
EMP100666,Evi Sinaga,Finance,Supply Planner,36.75,Low Fit
EMP100133,Rendra Handayani,HR,HRBP,37.5,Low Fit
EMP101181,Putri Ananda,Finance,Finance Officer,33.0,Low Fit
EMP100907,Yuni Aji Wijaya,Marketing,Supply Planner,2.75,Low Fit
EMP100997,Dwi Setiawan,R&D,Supply Planner,34.75,Low Fit
EMP101937,Joko Anugrah Suharto,Finance,Sales Supervisor,35.0,Low Fit
EMP101781,Bella Candra Zulfikar,R&D,Finance Officer,37.25,Low Fit
EMP101023,Yuni Ginting,Finance,Finance Officer,43.25,Low Fit
EMP100718,Ayunda Mahardika Utami,Operations,Supply Planner,36.5,Low Fit
EMP101271,Nabila Adi Ananda,R&D,Sales Supervisor,43.25,Low Fit
EMP101568,Anisa Setiawan,Finance,Data Analyst,38.0,Low Fit
EMP101641,Wahyu Herlambang,Marketing,Supply Planner,0.5,Low Fit
EMP100522,Nabila Yudhistira Salsabila,Marketing,Supply Planner,2.0,Low Fit
EMP101559,Hana Lestari Wijaya,HR,Data Analyst,32.75,Low Fit
EMP100456,Rama Gunawan,Marketing,Finance Officer,3.0,Low Fit
EMP101563,Nugroho Yudhistira Nugroho,Marketing,Supply Planner,1.75,Low Fit
EMP101535,Dimas Halim,Operations,Data Analyst,40.75,Low Fit
EMP101898,Joko Candra Purnama,Marketing,Data Analyst,3.0,Low Fit
EMP101985,Dwi Kusuma,R&D,Data Analyst,28.75,Low Fit
EMP100671,Fajar Baskara Rohman,HR,Data Analyst,36.25,Low Fit
EMP100668,Luthfi Yudhistira Rohman,Finance,Data Analyst,40.5,Low Fit
EMP100451,Fitri Qolbi Simanjuntak,HR,HRBP,28.75,Low Fit
EMP101047,Lestari Ganesha Fauziah,Finance,HRBP,29.5,Low Fit
EMP100905,Hadi Yudhistira Subekti,Finance,Data Analyst,44.0,Low Fit
EMP100042,Oka Lukman,HR,Supply Planner,42.5,Low Fit
EMP101062,Rifqi Jatmiko Wijaya,Marketing,HRBP,2.0,Low Fit
EMP101027,Kartika Anugrah Halim,IT,HRBP,44.25,Low Fit
EMP100628,Fitri Dharma Siregar,R&D,Sales Supervisor,29.75,Low Fit
EMP100599,Dimas Kurniawan,HR,Data Analyst,28.75,Low Fit
EMP101780,Vania Utama Zulfikar,Finance,Finance Officer,32.25,Low Fit
EMP101207,Adi Salsabila,Operations,Finance Officer,42.0,Low Fit
EMP100430,Valdo Nabila Rohman,IT,Sales Supervisor,30.75,Low Fit
EMP101984,Putri Utami,R&D,Data Analyst,41.0,Low Fit
EMP101265,Umar Utami,Operations,Supply Planner,7.0,Low Fit
EMP101632,Putri Ginting,IT,Supply Planner,37.0,Low Fit
EMP101818,Oka Anugrah Kusuma,HR,Data Analyst,38.5,Low Fit
EMP101904,Eko Subekti,Marketing,HRBP,2.0,Low Fit
EMP101821,Umar Halim,IT,Data Analyst,37.25,Low Fit
EMP100080,Andi Mahardika Handayani,IT,Data Analyst,33.0,Low Fit
EMP101454,Utami Adi Siregar,Finance,Sales Supervisor,12.0,Low Fit
EMP101574,Nurlita Zulfikar Zulfikar,HR,Data Analyst,44.75,Low Fit
EMP101412,Mahendra Kurniawan,IT,HRBP,5.5,Low Fit
EMP100375,Intan Setiawan,Finance,Finance Officer,31.5,Low Fit
EMP100323,Umar Indrawan,Finance,Data Analyst,31.75,Low Fit
EMP100277,Nadia Handayani,Operations,Brand Executive,41.25,Low Fit
EMP100429,Gita Candra Situmorang,IT,Finance Officer,41.0,Low Fit
EMP100098,Indra Hidayat,IT,Finance Officer,37.75,Low Fit
EMP100182,Joko Kusuma Maulana,Marketing,HRBP,1.25,Low Fit
EMP101533,Fajar Hasibuan,Operations,Brand Executive,40.25,Low Fit
EMP100231,Satya Halim Hidayat,IT,Brand Executive,42.25,Low Fit
EMP101579,Evi Lukman,Marketing,Finance Officer,2.0,Low Fit
EMP101999,Adit Mahendra,R&D,Data Analyst,30.0,Low Fit
EMP100852,Anisa Siregar,HR,Data Analyst,38.25,Low Fit
EMP100080,Andi Mahardika Handayani,IT,Data Analyst,32.5,Low Fit
EMP101660,Rizka Yulianto,Operations,HRBP,41.0,Low Fit
EMP100379,Ayu Mahardika Simanjuntak,Marketing,Sales Supervisor,2.25,Low Fit
EMP100438,Bayu Yudhistira Santoso,IT,Finance Officer,33.0,Low Fit
EMP101268,Rani Lestari,Marketing,HRBP,3.0,Low Fit
EMP100286,Hana Wijaya Anggara,HR,Finance Officer,31.75,Low Fit
EMP100904,Julia Zulfikar,HR,Finance Officer,40.5,Low Fit
EMP101471,Rani Hidayat,Marketing,Sales Supervisor,2.25,Low Fit
EMP101281,Wahyu Ramadhan,HR,Finance Officer,42.25,Low Fit
EMP100860,Bella Anugrah Rohman,R&D,Brand Executive,42.5,Low Fit
EMP101356,Yuni Ramadhan,IT,Brand Executive,46.25,Low Fit
EMP101121,Gita Hasibuan,HR,Sales Supervisor,42.75,Low Fit
EMP101853,Kurnia Suharto,Marketing,Brand Executive,2.0,Low Fit
EMP101239,Bella Qolbi Simanjuntak,IT,HRBP,38.75,Low Fit
EMP100679,Gita Sinaga,HR,HRBP,9.5,Low Fit
EMP100653,Intan Pratama,R&D,HRBP,36.5,Low Fit
EMP101608,Budi Iqbal Pamungkas,IT,Finance Officer,39.25,Low Fit
EMP100334,Sari Maulana,Marketing,HRBP,2.5,Low Fit
EMP100844,Rizka Gunawan,Finance,Finance Officer,34.0,Low Fit
EMP100355,Dimas Erlangga Yulianto,Operations,Data Analyst,35.25,Low Fit
EMP101389,Rizka Erlangga Siregar,HR,Supply Planner,31.25,Low Fit
EMP100691,Dian Utama Hasibuan,Marketing,Supply Planner,1.75,Low Fit
EMP101148,Ahmad Hartanto,IT,Sales Supervisor,44.5,Low Fit
EMP100447,Rendra Zulfikar Lestari,IT,Finance Officer,32.0,Low Fit
EMP100480,Dimas Maulana,Marketing,Finance Officer,0.5,Low Fit
EMP100948,Iman Permadi,Marketing,Data Analyst,1.75,Low Fit
EMP100554,Intan Saputra,Marketing,HRBP,3.0,Low Fit
EMP101842,Luthfi Baskara Saputra,Marketing,Finance Officer,1.0,Low Fit
EMP100337,Anisa Situmorang,IT,Data Analyst,27.5,Low Fit
EMP100368,Dewi Indrawan,Finance,Data Analyst,36.25,Low Fit
EMP100943,Rama Aji Purnama,HR,Sales Supervisor,38.25,Low Fit
EMP100398,Joko Wijaya Wijaya,IT,Data Analyst,42.5,Low Fit
EMP101755,Rafa Utami,Operations,Data Analyst,35.0,Low Fit
EMP100092,Ahmad Indrawan,Marketing,Data Analyst,3.0,Low Fit
EMP101474,Hadi Ramadhan,HR,Data Analyst,40.75,Low Fit
EMP100030,Rizky Anugrah Permadi,IT,Sales Supervisor,35.5,Low Fit
EMP100209,Nugroho Pamungkas,R&D,Supply Planner,38.75,Low Fit
EMP100053,Anisa Pamungkas,IT,Brand Executive,42.0,Low Fit
EMP101480,Rizki Yudhistira Hartanto,Operations,Supply Planner,33.5,Low Fit
EMP100462,Lestari Anggara,R&D,Sales Supervisor,28.25,Low Fit
EMP100958,Arif Wijaya Pamungkas,Marketing,Brand Executive,2.25,Low Fit
EMP101605,Ahmad Nabila Wijaya,HR,Data Analyst,38.5,Low Fit
EMP100381,Cahyo Halim Siregar,Operations,HRBP,33.25,Low Fit
EMP101293,Citra Suharto,Finance,Finance Officer,37.75,Low Fit
EMP101340,Ayunda Permadi,HR,Finance Officer,34.5,Low Fit
EMP101174,Yoga Saputra Mahendra,Marketing,Sales Supervisor,1.75,Low Fit
EMP101244,Evi Indrawan,HR,Sales Supervisor,30.25,Low Fit
EMP101562,Cahyo Lukman,IT,Finance Officer,42.0,Low Fit
EMP101756,Rendra Hasibuan,Operations,Data Analyst,38.75,Low Fit
EMP101797,Rani Ananda,Operations,Brand Executive,33.0,Low Fit
EMP100631,Zahra Dharma Zulfikar,R&D,HRBP,38.25,Low Fit
EMP101963,Zahra Mahendra,HR,Brand Executive,34.5,Low Fit
EMP100855,Satya Tamba,HR,Sales Supervisor,37.0,Low Fit
EMP101486,Yoga Utama Utami,Operations,HRBP,33.5,Low Fit
EMP100848,Rifqi Hartanto,HR,Brand Executive,33.25,Low Fit
EMP100773,Ayu Hidayat,HR,Finance Officer,39.5,Low Fit
EMP100587,Nabila Syahputra,IT,HRBP,36.5,Low Fit
EMP100388,Rani Qolbi Zulfikar,Finance,Brand Executive,43.25,Low Fit
EMP100757,Prasetyo Rohman,Finance,HRBP,42.0,Low Fit
EMP101635,Rama Erlangga Ginting,Finance,Sales Supervisor,29.0,Low Fit
EMP101097,Bayu Mahendra,Marketing,Finance Officer,0.75,Low Fit
EMP101355,Utami Halim,IT,Finance Officer,34.25,Low Fit
EMP100591,Kurnia Ginting,IT,Sales Supervisor,30.0,Low Fit
EMP101682,Ayu Adi Putra,IT,HRBP,33.5,Low Fit
EMP101032,Zaki Utama Pratomo,HR,Data Analyst,31.75,Low Fit
EMP101432,Lestari Hasibuan,Marketing,Sales Supervisor,1.75,Low Fit
EMP101680,Zaki Santoso,Marketing,Data Analyst,0.5,Low Fit
EMP100899,Vania Handayani,HR,HRBP,37.5,Low Fit
EMP101033,Citra Saputra,HR,Supply Planner,45.25,Low Fit
EMP101658,Yoga Halim Wijaya,Marketing,Supply Planner,2.25,Low Fit
EMP101018,Rani Kusuma,R&D,Supply Planner,38.0,Low Fit
EMP101576,Putri Rachman Ginting,R&D,HRBP,43.0,Low Fit
EMP101770,Zaki Qolbi Gunawan,Marketing,Finance Officer,2.5,Low Fit
EMP100114,Vania Fadillah Fauziah,Marketing,HRBP,2.25,Low Fit
EMP100752,Intan Salsabila,R&D,Brand Executive,33.0,Low Fit
EMP100453,Yuni Subekti,HR,Data Analyst,34.25,Low Fit
EMP101507,Hadi Herlambang,Marketing,HRBP,1.0,Low Fit
EMP100618,Arif Ramadhan,Finance,Data Analyst,45.75,Low Fit
EMP101109,Bella Suharto,HR,Data Analyst,29.75,Low Fit
EMP101433,Anisa Zulfikar Rohman,IT,Data Analyst,40.0,Low Fit
EMP101007,Prasetyo Subekti,HR,Data Analyst,31.75,Low Fit
EMP101546,Zahra Candra Salsabila,Operations,Finance Officer,29.5,Low Fit
EMP100828,Umar Hidayat,R&D,Sales Supervisor,35.0,Low Fit
EMP100930,Intan Aji Hartanto,Marketing,Finance Officer,1.75,Low Fit
EMP101857,Andi Hartanto,Finance,HRBP,28.75,Low Fit
EMP101557,Rendra Zulfikar Wijaya,IT,HRBP,33.25,Low Fit
DUP9015,Umar Maulana,HR,Sales Supervisor,45.0,Low Fit
EMP100791,Rizki Saputra,Operations,Data Analyst,37.0,Low Fit
EMP101553,Oktavia Rohman,Marketing,HRBP,1.5,Low Fit
EMP101396,Gita Ginting,IT,Sales Supervisor,34.25,Low Fit
EMP101164,Nabila Subekti,Operations,Data Analyst,31.75,Low Fit
EMP100500,Yoga Mahardika Gunawan,IT,Supply Planner,36.5,Low Fit
EMP101086,Nugroho Maulana,R&D,Data Analyst,35.5,Low Fit
EMP101250,Iman Wijaya,IT,Data Analyst,38.5,Low Fit
EMP100047,Hadi Pradana,HR,Data Analyst,35.75,Low Fit
EMP101912,Umar Ramadhan,Marketing,HRBP,1.75,Low Fit
EMP100703,Dian Simanjuntak,IT,Sales Supervisor,7.5,Low Fit
EMP101827,Fajar Candra Zulfikar,Finance,Brand Executive,28.5,Low Fit
EMP100556,Hadi Rohman,Operations,Data Analyst,35.75,Low Fit
EMP101368,Julia Herlambang,IT,Finance Officer,36.0,Low Fit
EMP100124,Maya Nabila Salsabila,Marketing,Data Analyst,3.0,Low Fit
EMP100810,Mahendra Tri Permadi,Marketing,HRBP,1.0,Low Fit
EMP100562,Utami Suharto,R&D,Brand Executive,32.25,Low Fit
EMP101588,Joko Jatmiko Handayani,Finance,Sales Supervisor,41.0,Low Fit
EMP101360,Fitri Iqbal Lukman,Finance,Sales Supervisor,38.0,Low Fit
EMP101469,Rizka Wijaya Kurniawan,HR,Brand Executive,42.75,Low Fit
EMP101517,Galih Saputra Nugroho,Marketing,Data Analyst,0.75,Low Fit
EMP100568,Hana Dharma Gunawan,Operations,Supply Planner,31.25,Low Fit
EMP100265,Citra Yulianto,IT,Finance Officer,32.5,Low Fit
EMP100381,Cahyo Halim Siregar,Operations,HRBP,31.75,Low Fit
EMP100310,Rendra Pradana,HR,HRBP,33.25,Low Fit
EMP100561,Valdo Santoso,Operations,Supply Planner,28.0,Low Fit
EMP100054,Nugroho Maulida,IT,HRBP,31.5,Low Fit
EMP100386,Tania Santoso,R&D,Finance Officer,44.5,Low Fit
EMP101909,Kurnia Kusuma,Operations,Finance Officer,37.5,Low Fit
EMP100070,Kartika Rachman Ramadhan,HR,Supply Planner,44.75,Low Fit
EMP100731,Adi Maulana,Finance,Sales Supervisor,32.5,Low Fit
EMP100300,Rama Lukman,HR,Supply Planner,65.25,Low Fit
EMP100577,Umar Anugrah Hidayat,IT,Data Analyst,10.0,Low Fit
EMP101261,Bayu Rachman Pratomo,IT,Data Analyst,10.25,Low Fit
EMP101844,Dimas Wijaya,HR,Brand Executive,8.75,Low Fit
EMP101082,Rani Permadi,Operations,Brand Executive,33.0,Low Fit
EMP101828,Eko Halim,Marketing,Sales Supervisor,2.75,Low Fit
EMP101560,Gita Maulida,R&D,Data Analyst,29.0,Low Fit
EMP100419,Lestari Hidayat,Marketing,Brand Executive,2.25,Low Fit
EMP101568,Anisa Setiawan,Finance,Data Analyst,37.0,Low Fit
EMP101118,Maya Dharma Kurniawan,IT,HRBP,28.75,Low Fit
EMP100340,Rifqi Ginting,Marketing,Sales Supervisor,2.5,Low Fit
EMP100500,Yoga Mahardika Gunawan,IT,Supply Planner,37.25,Low Fit
EMP101316,Nugroho Kusuma Hasibuan,Operations,Finance Officer,35.75,Low Fit
EMP101351,Dwi Tamba,IT,Data Analyst,29.75,Low Fit
EMP100426,Dimas Pamungkas,Marketing,Brand Executive,3.0,Low Fit
EMP101348,Rendra Yudhistira Pradana,Marketing,HRBP,3.0,Low Fit
EMP101687,Rizka Wijaya Gunawan,Marketing,Sales Supervisor,1.75,Low Fit
EMP101300,Eko Kurniawan,R&D,Supply Planner,37.0,Low Fit
EMP101103,Wulan Lestari Saputra,Finance,Sales Supervisor,29.5,Low Fit
EMP101995,Utami Kusuma Hidayat,HR,Sales Supervisor,46.5,Low Fit
EMP100853,Umar Zulfikar,IT,Data Analyst,30.75,Low Fit
